DR_NO,Date Rptd,Date,Time,AREA,Area Name,Rpt Dist No,Part 1-2,Crm Cd,Crime Description,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Status,Status Desc,Crm Cd 1,LOCATION,Latitude,Longitude,Year,Month,Day,Weekday,Hour,Time_of_Day
200411203,27-07-2020,26-07-2020,2355,4,hollenbeck,489,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,2700    WYNWOOD                      LN,34.0264,-118.2171,2020,7,26,Sunday,23,Night
200808108,06-04-2020,06-04-2020,1,8,west la,835,1,480,bike - stolen,35,M,K,101,STREET,IC,Invest Cont,480,CAMDEN                       AV,34.0481,-118.4421,2020,4,6,Monday,0,Night
200109311,17-03-2020,17-03-2020,445,1,central,111,1,230,"assault with deadly weapon, aggravated assault",26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,230,500 N  FIGUEROA                     ST,34.0617,-118.2469,2020,3,17,Tuesday,4,Night
201011299,23-07-2020,23-07-2020,930,10,west valley,1041,2,900,violation of court order,70,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,900,5900    JULIAN                       LN,34.1776,-118.5541,2020,7,23,Thursday,9,Morning
200320956,27-11-2020,25-11-2020,800,3,southwest,308,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,22ND                         ST,34.0357,-118.2829,2020,11,25,Wednesday,8,Morning
200714797,11-10-2020,11-10-2020,1140,7,wilshire,711,2,745,vandalism - misdeameanor ($399 or under),80,F,W,101,STREET,IC,Invest Cont,745,300 N  ALFRED                       ST,34.0761,-118.3753,2020,10,11,Sunday,11,Morning
200905915,11-02-2020,10-02-2020,1700,9,van nuys,904,1,330,burglary from vehicle,29,M,H,101,STREET,IC,Invest Cont,330,14600    SATICOY                      ST,34.2084,-118.4599,2020,2,10,Monday,17,Evening
200913093,04-08-2020,28-07-2020,800,9,van nuys,914,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,101,STREET,IC,Invest Cont,420,14900    VANOWEN                      ST,34.1976,-118.4574,2020,7,28,Tuesday,8,Morning
200706789,24-02-2020,24-01-2020,1,7,wilshire,753,2,354,theft of identity,30,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,354,1000 S  OGDEN                        DR,34.0574,-118.3619,2020,1,24,Friday,0,Night
200814291,20-09-2020,20-09-2020,130,8,west la,802,2,624,battery - simple assault,25,F,W,501,SINGLE FAMILY DWELLING,AO,Adult Other,624,1300    MARINETTE                    RD,34.054,-118.5191,2020,9,20,Sunday,1,Night
201206297,02-02-2020,31-01-2020,2000,12,77th street,1259,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,7600 S  CENTRAL                      AV,33.9711,-118.2629,2020,1,31,Friday,20,Evening
200507569,24-03-2020,17-03-2020,2200,5,harbor,524,2,930,criminal threats - no weapon displayed,34,M,H,102,SIDEWALK,IC,Invest Cont,930,700    KING                         AV,33.7778,-118.2753,2020,3,17,Tuesday,22,Night
200517068,23-11-2020,23-11-2020,1100,5,harbor,526,2,740,"vandalism - felony ($400 & over, all church vandalisms)",60,F,H,122,"VEHICLE, PASSENGER/TRUCK",IC,Invest Cont,740,ANAHEIM,33.7798,-118.2651,2020,11,23,Monday,11,Morning
201115225,29-10-2020,29-10-2020,530,11,northeast,1177,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,510,2200 N  FIGUEROA                     ST,34.0884,-118.2258,2020,10,29,Thursday,5,Morning
201206986,11-02-2020,11-02-2020,10,12,77th street,1257,1,210,robbery,28,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,210,400 W  79TH                         ST,33.9693,-118.285,2020,2,11,Tuesday,0,Night
200912584,20-07-2020,20-07-2020,1445,9,van nuys,935,1,230,"assault with deadly weapon, aggravated assault",46,M,W,101,STREET,IC,Invest Cont,230,VICTORY                      BL,34.1867,-118.4443,2020,7,20,Monday,14,Afternoon
200517191,28-11-2020,28-11-2020,1500,5,harbor,511,1,815,sexual penetration w/foreign object,34,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,815,1600    256TH                        ST,33.7915,-118.3043,2020,11,28,Saturday,15,Afternoon
200508143,11-04-2020,10-04-2020,2000,5,harbor,566,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,200 W  12TH                         ST,33.7333,-118.2814,2020,4,10,Friday,20,Evening
200304718,13-01-2020,12-01-2020,400,3,southwest,312,1,121,"rape, forcible",19,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,121,ALSACE                       AV,34.0325,-118.3557,2020,1,12,Sunday,4,Night
200616545,09-10-2020,09-10-2020,500,6,hollywood,647,1,440,theft plain - petty ($950 & under),20,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,1500 N  BRONSON                      AV,34.098,-118.318,2020,10,9,Friday,5,Morning
201112958,27-08-2020,22-08-2020,1600,11,northeast,1151,1,210,robbery,61,M,H,101,STREET,IC,Invest Cont,210,4800 W  HOLLYWOOD                    BL,34.1018,-118.2953,2020,8,22,Saturday,16,Afternoon
200508041,08-04-2020,08-04-2020,345,5,harbor,563,2,626,intimate partner - simple assault,38,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,626,700 W  17TH                         ST,33.7288,-118.2929,2020,4,8,Wednesday,3,Night
200506941,09-03-2020,08-03-2020,1800,5,harbor,569,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,510,2700    MINER                        ST,33.721,-118.2764,2020,3,8,Sunday,18,Evening
201304825,15-01-2020,04-01-2020,1200,13,newton,1311,1,510,vehicle - stolen,0,Unknown,Unknown,208,AUTO SALES LOT,IC,Invest Cont,510,2000 S  FIGUEROA                     ST,34.0335,-118.2737,2020,1,4,Saturday,12,Afternoon
200405424,06-02-2020,04-02-2020,1400,4,hollenbeck,402,1,310,burglary,0,M,W,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",IC,Invest Cont,310,6700    MARMION                      WY,34.0923,-118.1978,2020,2,4,Tuesday,14,Afternoon
200512756,07-08-2020,07-08-2020,1935,5,harbor,503,2,624,battery - simple assault,63,M,H,301,GAS STATION,IC,Invest Cont,624,900 W  PACIFIC COAST                HY,33.7941,-118.29,2020,8,7,Friday,19,Evening
200716533,30-11-2020,26-11-2020,1130,7,wilshire,745,2,740,"vandalism - felony ($400 & over, all church vandalisms)",42,M,H,101,STREET,IC,Invest Cont,740,SAN VICENTE                  BL,34.0527,-118.3509,2020,11,26,Thursday,11,Morning
200908411,13-04-2020,13-04-2020,1320,9,van nuys,971,1,310,burglary,63,F,B,501,SINGLE FAMILY DWELLING,AA,Adult Arrest,310,14900    VENTURA                      BL,34.1564,-118.463,2020,4,13,Monday,13,Afternoon
200407318,27-03-2020,27-03-2020,315,4,hollenbeck,422,2,740,"vandalism - felony ($400 & over, all church vandalisms)",40,M,O,203,OTHER BUSINESS,IC,Invest Cont,740,2600 N  BROADWAY,34.0736,-118.2156,2020,3,27,Friday,3,Night
200811367,01-07-2020,01-07-2020,1000,8,west la,828,2,745,vandalism - misdeameanor ($399 or under),0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,745,10500    WILSHIRE                     BL,34.0649,-118.4372,2020,7,1,Wednesday,10,Morning
200216757,27-10-2020,21-10-2020,600,2,rampart,261,2,354,theft of identity,56,M,K,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,354,700 S  CORONADO                     ST,34.0584,-118.2824,2020,10,21,Wednesday,6,Morning
201005802,11-02-2020,10-02-2020,1143,10,west valley,1029,2,956,"letters, lewd  -  telephone calls, lewd",44,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,956,7000    WOODLEY                      AV,34.1976,-118.4837,2020,2,10,Monday,11,Morning
201306017,06-02-2020,05-02-2020,930,13,newton,1364,2,624,battery - simple assault,18,M,H,101,STREET,IC,Invest Cont,624,CENTRAL                      AV,33.9967,-118.2565,2020,2,5,Wednesday,9,Morning
201214933,18-06-2020,18-06-2020,100,12,77th street,1255,1,210,robbery,24,M,H,101,STREET,IC,Invest Cont,210,1300 W  78TH                         ST,33.9694,-118.2981,2020,6,18,Thursday,1,Night
200406517,04-03-2020,04-03-2020,1405,4,hollenbeck,491,2,740,"vandalism - felony ($400 & over, all church vandalisms)",47,F,H,108,PARKING LOT,IC,Invest Cont,740,2600 E  OLYMPIC                      BL,34.0253,-118.2224,2020,3,4,Wednesday,14,Afternoon
200410977,20-07-2020,13-07-2020,1330,4,hollenbeck,463,1,310,burglary,0,M,W,704,ELEMENTARY SCHOOL,IC,Invest Cont,310,1900 E  2ND                          ST,34.045,-118.2165,2020,7,13,Monday,13,Afternoon
200710724,19-06-2020,23-05-2020,1330,7,wilshire,705,1,310,burglary,54,M,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,310,600 N  ALTA VISTA                   BL,34.0819,-118.3474,2020,5,23,Saturday,13,Afternoon
200714668,08-10-2020,06-10-2020,1340,7,wilshire,745,1,440,theft plain - petty ($950 & under),33,F,B,720,JUNIOR HIGH SCHOOL,IC,Invest Cont,440,5200 W  OLYMPIC                      BL,34.0572,-118.3428,2020,10,6,Tuesday,13,Afternoon
200120169,28-10-2020,27-10-2020,1600,1,central,153,1,310,burglary,32,M,W,118,CONSTRUCTION SITE,IC,Invest Cont,310,600 S  BROADWAY,34.0459,-118.2526,2020,10,27,Tuesday,16,Afternoon
200515535,20-10-2020,20-10-2020,1007,5,harbor,564,1,510,vehicle - stolen,0,Unknown,Unknown,108,PARKING LOT,AA,Adult Arrest,510,200 W  6TH                          ST,33.7387,-118.2814,2020,10,20,Tuesday,10,Morning
201008887,10-05-2020,05-05-2020,2030,10,west valley,1004,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",60,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,341,7700    RESEDA                       BL,34.2102,-118.5361,2020,5,5,Tuesday,20,Evening
201013600,30-09-2020,28-09-2020,1900,10,west valley,1025,2,627,child abuse (physical) - simple assault,9,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,627,18300    VANOWEN                      ST,34.1975,-118.5273,2020,9,28,Monday,19,Evening
201111371,13-07-2020,10-07-2020,1420,11,northeast,1148,2,888,trespassing,0,X,X,203,OTHER BUSINESS,IC,Invest Cont,888,100 W  AVENUE 45,34.0959,-118.2073,2020,7,10,Friday,14,Afternoon
200313942,10-07-2020,09-07-2020,1700,3,southwest,334,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,3200 W  36TH                         ST,34.0231,-118.3305,2020,7,9,Thursday,17,Evening
200708167,10-04-2020,09-04-2020,1558,7,wilshire,722,1,440,theft plain - petty ($950 & under),30,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,6600 W  6TH                          ST,34.066,-118.3711,2020,4,9,Thursday,15,Afternoon
200709574,23-05-2020,23-05-2020,1920,7,wilshire,732,1,210,robbery,0,M,O,203,OTHER BUSINESS,AA,Adult Arrest,210,6100    WILSHIRE                     BL,34.0665,-118.3662,2020,5,23,Saturday,19,Evening
200904337,08-01-2020,07-01-2020,2200,9,van nuys,932,1,420,theft from motor vehicle - petty ($950 & under),36,M,B,108,PARKING LOT,IC,Invest Cont,420,6200    LEMONA                       AV,34.1826,-118.4596,2020,1,7,Tuesday,22,Night
200609026,13-04-2020,06-04-2020,200,6,hollywood,648,1,440,theft plain - petty ($950 & under),60,M,W,503,HOTEL,IC,Invest Cont,440,5400    HOLLYWOOD                    BL,34.1018,-118.3071,2020,4,6,Monday,2,Night
200205402,17-01-2020,16-01-2020,1600,2,rampart,261,1,331,theft from motor vehicle - grand ($950.01 and over),65,M,H,108,PARKING LOT,IC,Invest Cont,331,2400    JAMES M WOOD                 BL,34.0567,-118.2815,2020,1,16,Thursday,16,Afternoon
201209121,14-03-2020,13-03-2020,2100,12,77th street,1267,1,330,burglary from vehicle,22,M,B,101,STREET,IC,Invest Cont,330,900 W  85TH                         ST,33.9613,-118.2893,2020,3,13,Friday,21,Night
201215423,26-06-2020,26-06-2020,1000,12,77th street,1215,2,626,intimate partner - simple assault,21,F,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,AA,Adult Arrest,626,1200 W  56TH                         ST,33.9915,-118.2959,2020,6,26,Friday,10,Morning
200804730,17-01-2020,16-01-2020,1900,8,west la,835,1,331,theft from motor vehicle - grand ($950.01 and over),31,M,W,101,STREET,IC,Invest Cont,331,LA GRANGE,34.0472,-118.4333,2020,1,16,Thursday,19,Evening
200909717,15-05-2020,12-05-2020,1605,9,van nuys,998,2,850,indecent exposure,26,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,850,13100    VALLEYHEART                  DR,34.1474,-118.4183,2020,5,12,Tuesday,16,Afternoon
200618640,30-11-2020,27-11-2020,1900,6,hollywood,663,1,210,robbery,20,M,B,401,MINI-MART,IC,Invest Cont,210,6700    SANTA MONICA                 BL,34.0907,-118.3368,2020,11,27,Friday,19,Evening
201014895,09-11-2020,30-10-2020,1145,10,west valley,1021,1,331,theft from motor vehicle - grand ($950.01 and over),44,M,C,101,STREET,IC,Invest Cont,331,19600    BASSETT                      ST,34.196,-118.56,2020,10,30,Friday,11,Morning
201116312,04-12-2020,02-12-2020,2330,11,northeast,1153,1,331,theft from motor vehicle - grand ($950.01 and over),56,M,W,101,STREET,IC,Invest Cont,331,1900 N  SERRANO                      AV,34.1054,-118.3071,2020,12,2,Wednesday,23,Night
201015594,30-11-2020,30-11-2020,1300,10,west valley,1077,1,331,theft from motor vehicle - grand ($950.01 and over),23,F,O,108,PARKING LOT,IC,Invest Cont,331,17100    VENTURA                      BL,34.1602,-118.5054,2020,11,30,Monday,13,Afternoon
200712307,02-08-2020,01-08-2020,800,7,wilshire,766,2,664,"bunco, petty theft",36,F,B,501,SINGLE FAMILY DWELLING,IC,Invest Cont,664,4400 W  PICO                         BL,34.0482,-118.3308,2020,8,1,Saturday,8,Morning
200505760,11-02-2020,11-02-2020,2100,5,harbor,551,2,624,battery - simple assault,43,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,624,600    BYNNER                       DR,33.7385,-118.3171,2020,2,11,Tuesday,21,Night
201308570,23-03-2020,22-03-2020,2000,13,newton,1333,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,2700    TRINITY                      ST,34.0216,-118.2638,2020,3,22,Sunday,20,Evening
200210793,29-05-2020,28-05-2020,1230,2,rampart,266,1,236,intimate partner - aggravated assault,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,Adult Other,236,800    BEACON                       AV,34.0521,-118.2738,2020,5,28,Thursday,12,Afternoon
200405314,03-02-2020,03-02-2020,1615,4,hollenbeck,449,1,510,vehicle - stolen,0,Unknown,Unknown,104,DRIVEWAY,IC,Invest Cont,510,1200    STONE                        ST,34.0529,-118.1931,2020,2,3,Monday,16,Afternoon
200313761,06-07-2020,06-07-2020,2200,3,southwest,377,2,624,battery - simple assault,22,M,H,101,STREET,IC,Invest Cont,624,3900 S  BUDLONG                      AV,34.0145,-118.298,2020,7,6,Monday,22,Night
200514132,14-09-2020,06-09-2020,1000,5,harbor,562,1,440,theft plain - petty ($950 & under),49,F,H,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,1100 S  PATTON                       AV,33.7343,-118.3056,2020,9,6,Sunday,10,Morning
200110957,24-04-2020,24-04-2020,255,1,central,119,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",0,X,X,834,LA UNION STATION (NOT LINE SPECIFIC),IC,Invest Cont,341,800 N  ALAMEDA                      ST,34.0563,-118.2374,2020,4,24,Friday,2,Night
200116609,18-08-2020,18-08-2020,1800,1,central,166,2,624,battery - simple assault,58,F,B,102,SIDEWALK,IC,Invest Cont,624,600 S  SAN PEDRO                    ST,34.0421,-118.2469,2020,8,18,Tuesday,18,Evening
200312028,29-05-2020,29-05-2020,125,3,southwest,312,1,251,shots fired at inhabited dwelling,60,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,251,2900 S  REDONDO                      BL,34.0271,-118.3585,2020,5,29,Friday,1,Night
201222162,07-10-2020,07-10-2020,900,12,77th street,1205,1,230,"assault with deadly weapon, aggravated assault",24,M,B,101,STREET,IC,Invest Cont,230,VERMONT                      AV,33.9978,-118.2915,2020,10,7,Wednesday,9,Morning
200208387,31-03-2020,30-03-2020,1900,2,rampart,261,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,700 S  CARONDELET                   ST,34.0584,-118.281,2020,3,30,Monday,19,Evening
200909837,18-05-2020,12-05-2020,1810,9,van nuys,963,1,440,theft plain - petty ($950 & under),34,F,F,119,"PORCH, RESIDENTIAL",IC,Invest Cont,440,15100    MAGNOLIA                     BL,34.1649,-118.4618,2020,5,12,Tuesday,18,Evening
201008675,04-05-2020,04-05-2020,1000,10,west valley,1008,2,624,battery - simple assault,47,M,H,108,PARKING LOT,AO,Adult Other,624,BALBOA                       BL,34.2212,-118.5027,2020,5,4,Monday,10,Morning
201011604,31-07-2020,09-07-2020,1340,10,west valley,1065,1,440,theft plain - petty ($950 & under),39,F,W,501,SINGLE FAMILY DWELLING,IC,Invest Cont,440,NEWCASTLE,34.1648,-118.5244,2020,7,9,Thursday,13,Afternoon
201218009,07-08-2020,07-08-2020,550,12,77th street,1269,1,210,robbery,34,F,B,101,STREET,IC,Invest Cont,210,MANCHESTER                   AV,33.9602,-118.2564,2020,8,7,Friday,5,Morning
200405697,13-02-2020,13-02-2020,2300,4,hollenbeck,461,2,740,"vandalism - felony ($400 & over, all church vandalisms)",0,F,H,101,STREET,IC,Invest Cont,740,300 S  PECAN                        ST,34.0453,-118.2218,2020,2,13,Thursday,23,Night
200407822,14-04-2020,06-04-2020,1100,4,hollenbeck,451,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,100 N  MYERS                        ST,34.0478,-118.2288,2020,4,6,Monday,11,Morning
201226495,16-12-2020,15-12-2020,2200,12,77th street,1211,1,510,vehicle - stolen,0,Unknown,Unknown,101,STREET,IC,Invest Cont,510,5400    BRYNHURST                    AV,33.9909,-118.3333,2020,12,15,Tuesday,22,Night
200412026,22-08-2020,21-08-2020,1850,4,hollenbeck,468,2,745,vandalism - misdeameanor ($399 or under),41,F,O,501,SINGLE FAMILY DWELLING,IC,Invest Cont,745,100 S  CONCORD                      ST,34.0375,-118.1969,2020,8,21,Friday,18,Evening
200910314,30-05-2020,29-05-2020,2215,9,van nuys,914,2,740,"vandalism - felony ($400 & over, all church vandalisms)",25,F,H,108,PARKING LOT,AO,Adult Other,740,14900    VANOWEN                      ST,34.1976,-118.4574,2020,5,29,Friday,22,Night
201213261,16-05-2020,16-05-2020,1800,12,77th street,1205,2,922,child stealing,41,M,H,501,SINGLE FAMILY DWELLING,AO,Adult Other,922,4800 S  BUDLONG                      AV,33.9992,-118.2959,2020,5,16,Saturday,18,Evening
200508408,18-04-2020,18-04-2020,1200,5,harbor,528,1,420,theft from motor vehicle - petty ($950 & under),0,Unknown,Unknown,108,PARKING LOT,IC,Invest Cont,420,1200    BLINN                        AV,33.7876,-118.2452,2020,4,18,Saturday,12,Afternoon
200517938,18-12-2020,18-12-2020,342,5,harbor,501,1,310,burglary,0,X,X,221,PUBLIC STORAGE,IC,Invest Cont,310,600 W  184TH                        ST,33.8684,-118.2842,2020,12,18,Friday,3,Night
200912991,01-08-2020,01-08-2020,530,9,van nuys,964,1,510,vehicle - stolen,0,Unknown,Unknown,104,DRIVEWAY,IC,Invest Cont,510,5000    STERN                        AV,34.1612,-118.4346,2020,8,1,Saturday,5,Morning
200704920,14-01-2020,14-01-2020,2130,7,wilshire,723,1,330,burglary from vehicle,26,F,W,101,STREET,IC,Invest Cont,330,3RD                          ST,34.0719,-118.3637,2020,1,14,Tuesday,21,Night
201224479,15-11-2020,15-11-2020,200,12,77th street,1208,1,230,"assault with deadly weapon, aggravated assault",47,M,B,101,STREET,AO,Adult Other,230,HOOVER                       ST,33.9996,-118.2871,2020,11,15,Sunday,2,Night
200712310,02-08-2020,01-08-2020,1230,7,wilshire,735,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",81,F,W,203,OTHER BUSINESS,IC,Invest Cont,341,HAUSER,34.0624,-118.3514,2020,8,1,Saturday,12,Afternoon
201009608,02-06-2020,02-06-2020,10,10,west valley,1003,1,230,"assault with deadly weapon, aggravated assault",38,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,Invest Cont,230,7800    BAIRD                        AV,34.212,-118.5374,2020,6,2,Tuesday,0,Night
200504057,02-01-2020,01-01-2020,2030,5,harbor,514,1,420,theft from motor vehicle - petty ($950 & under),33,F,H,707,GARAGE/CARPORT,IC,Invest Cont,420,900    WILMINGTON                   BL,33.7897,-118.2787,2020,1,1,Wednesday,20,Evening
200710521,15-06-2020,30-05-2020,1420,7,wilshire,723,2,623,battery police (simple),0,M,X,101,STREET,IC,Invest Cont,623,3RD                          ST,34.0719,-118.3614,2020,5,30,Saturday,14,Afternoon
201207530,20-02-2020,20-02-2020,1620,12,77th street,1266,1,341,"theft-grand ($950.01 & over)excpt,guns,fowl,livestk,prod",17,F,H,801,MTA BUS,IC,Invest Cont,341,FIGUEROA,33.9679,-118.2827,2020,2,20,Thursday,16,Afternoon
201305498,27-01-2020,27-01-2020,1000,13,newton,1365,2,626,intimate partner - simple assault,28,F,H,101,STREET,AO,Adult Other,626,HOOPER                       ST,34.0002,-118.2521,2020,1,27,Monday,10,Morning
